CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13963,674,4,2.0,1,3,2,132,Others
13967,511,1,1.0,1,1,1,111,Lost
13969,373,18,4.0,4,4,4,444,Champion
13971,384,8,4.0,3,4,4,344,Champion
13972,436,2,1.0,2,2,1,221,Others
13973,653,1,1.0,1,1,1,111,Lost
13974,415,1,2.0,3,1,2,312,New Customer
13975,397,6,4.0,3,4,4,344,Champion
13976,572,1,2.0,1,1,2,112,Lost
13978,380,2,1.0,4,2,1,421,Others
13979,439,1,3.0,2,1,3,213,Others
13980,426,1,1.0,2,1,1,211,Lost
13982,405,4,4.0,3,3,4,334,Potential Loyalist
13983,395,12,4.0,3,4,4,344,Champion
13984,392,5,3.0,3,4,3,343,Others
13985,370,15,4.0,4,4,4,444,Champion
13986,383,1,2.0,4,1,2,412,New Customer
13988,385,6,4.0,3,4,4,344,Champion
13989,431,2,3.0,2,2,3,223,Others
13990,579,1,2.0,1,1,2,112,Lost
13991,378,6,3.0,4,4,3,443,Champion
13992,396,1,1.0,3,1,1,311,New Customer
13993,408,9,4.0,3,4,4,344,Champion
13994,369,6,4.0,4,4,4,444,Champion
13995,381,5,3.0,4,4,3,443,Champion
13999,376,12,4.0,4,4,4,444,Champion
14000,577,1,2.0,1,1,2,112,Lost
14001,411,3,4.0,3,3,4,334,Potential Loyalist
14002,500,2,2.0,2,2,2,222,Others
14004,409,7,4.0,3,4,4,344,Champion
14005,375,5,4.0,4,4,4,444,Champion
14006,481,3,3.0,2,3,3,233,At Risk
14009,564,2,3.0,1,2,3,123,Others
14012,643,1,2.0,1,1,2,112,Lost
14013,476,3,2.0,2,3,2,232,Others
14014,443,1,2.0,2,1,2,212,Lost
14015,418,1,3.0,2,1,3,213,Others
14016,527,4,4.0,1,3,4,134,Others
14019,412,3,3.0,3,3,3,333,Potential Loyalist
14020,382,2,2.0,4,2,2,422,Others
14021,521,3,2.0,1,3,2,132,Others
14022,591,1,2.0,1,1,2,112,Lost
14023,373,2,2.0,4,2,2,422,Others
14024,487,2,2.0,2,2,2,222,Others
14027,426,1,1.0,2,1,1,211,Lost
14029,429,2,2.0,2,2,2,222,Others
14030,384,8,4.0,3,4,4,344,Champion
14031,373,19,4.0,4,4,4,444,Champion
14032,368,11,4.0,4,4,4,444,Champion
14034,388,3,2.0,3,3,2,332,Potential Loyalist
14035,394,5,3.0,3,4,3,343,Others
14036,650,1,2.0,1,1,2,112,Lost
14037,542,2,1.0,1,2,1,121,Lost
14038,444,3,3.0,2,3,3,233,At Risk
14039,399,1,1.0,3,1,1,311,New Customer
14040,406,12,4.0,3,4,4,344,Champion
14041,632,1,1.0,1,1,1,111,Lost
14044,392,4,2.0,3,3,2,332,Potential Loyalist
14045,475,4,3.0,2,3,3,233,At Risk
14046,650,1,1.0,1,1,1,111,Lost
14047,374,5,3.0,4,4,3,443,Champion
14048,671,1,2.0,1,1,2,112,Lost
14049,382,4,4.0,4,3,4,434,Champion
14050,397,2,3.0,3,2,3,323,Potential Loyalist
14051,366,23,4.0,4,4,4,444,Champion
14052,385,1,1.0,3,1,1,311,New Customer
14053,490,2,1.0,2,2,1,221,Others
14054,431,1,1.0,2,1,1,211,Lost
14055,472,1,3.0,2,1,3,213,Others
14056,367,23,4.0,4,4,4,444,Champion
14057,389,17,4.0,3,4,4,344,Champion
14059,632,1,1.0,1,1,1,111,Lost
14060,370,19,4.0,4,4,4,444,Champion
14062,375,12,4.0,4,4,4,444,Champion
14064,395,5,3.0,3,4,3,343,Others
14066,632,1,1.0,1,1,1,111,Lost
14067,429,2,2.0,2,2,2,222,Others
14068,686,1,1.0,1,1,1,111,Lost
14071,369,8,3.0,4,4,3,443,Champion
14073,398,1,1.0,3,1,1,311,New Customer
14075,370,3,3.0,4,3,3,433,Champion
14076,495,1,1.0,2,1,1,211,Lost
14077,406,5,2.0,3,4,2,342,Loyal
14078,467,6,3.0,2,4,3,243,At Risk
14079,490,1,2.0,2,1,2,212,Lost
14080,398,1,1.0,3,1,1,311,New Customer
14081,668,2,3.0,1,2,3,123,Others
14082,730,1,1.0,1,1,1,111,Lost
14083,370,9,3.0,4,4,3,443,Champion
14085,368,18,4.0,4,4,4,444,Champion
14087,368,1,1.0,4,1,1,411,New Customer
14088,376,13,4.0,4,4,4,444,Champion
14089,422,1,1.0,2,1,1,211,Lost
14090,690,1,1.0,1,1,1,111,Lost
14092,373,14,4.0,4,4,4,444,Champion
14093,378,1,2.0,4,1,2,412,New Customer
14096,370,17,4.0,4,4,4,444,Champion
14098,402,1,1.0,3,1,1,311,New Customer
14099,382,11,4.0,4,4,4,444,Champion
14100,503,1,1.0,2,1,1,211,Lost
14101,439,6,4.0,2,4,4,244,At Risk
14102,371,5,3.0,4,4,3,443,Champion
14104,520,2,1.0,1,2,1,121,Lost
14105,605,1,3.0,1,1,3,113,Others
14107,417,7,4.0,2,4,4,244,At Risk
14108,396,2,2.0,3,2,2,322,Others
14109,438,1,1.0,2,1,1,211,Lost
14110,369,12,4.0,4,4,4,444,Champion
14111,380,4,3.0,4,3,3,433,Champion
14112,388,7,4.0,3,4,4,344,Champion
14113,369,4,4.0,4,3,4,434,Champion
14114,639,2,2.0,1,2,2,122,Lost
14116,385,5,3.0,3,4,3,343,Others
14117,509,1,1.0,1,1,1,111,Lost
14121,369,4,4.0,4,3,4,434,Champion
14124,450,1,2.0,2,1,2,212,Lost
14125,376,3,4.0,4,3,4,434,Champion
14126,373,3,3.0,4,3,3,433,Champion
14127,488,3,3.0,2,3,3,233,At Risk
14128,426,2,2.0,2,2,2,222,Others
14129,367,5,3.0,4,4,3,443,Champion
14130,685,1,2.0,1,1,2,112,Lost
14132,368,11,4.0,4,4,4,444,Champion
14133,495,3,2.0,2,3,2,232,Others
14135,367,15,4.0,4,4,4,444,Champion
14138,367,2,3.0,4,2,3,423,Others
14139,412,1,2.0,3,1,2,312,New Customer
14140,369,2,3.0,4,2,3,423,Others
14141,368,4,3.0,4,3,3,433,Champion
14142,739,1,2.0,1,1,2,112,Lost
14143,499,1,1.0,2,1,1,211,Lost
14145,412,4,4.0,3,3,4,334,Potential Loyalist
14146,374,5,4.0,4,4,4,444,Champion
14147,444,2,2.0,2,2,2,222,Others
14148,599,1,1.0,1,1,1,111,Lost
14149,586,1,2.0,1,1,2,112,Lost
14150,401,2,2.0,3,2,2,322,Others
14152,441,2,2.0,2,2,2,222,Others
14154,605,2,3.0,1,2,3,123,Others
14155,632,1,1.0,1,1,1,111,Lost
14156,375,55,4.0,4,4,4,444,Champion
14157,385,2,2.0,3,2,2,322,Others
14158,406,1,2.0,3,1,2,312,New Customer
14159,385,11,4.0,3,4,4,344,Champion
14161,581,3,3.0,1,3,3,133,Others
14162,539,2,1.0,1,2,1,121,Lost
14163,453,4,4.0,2,3,4,234,At Risk
14164,436,2,3.0,2,2,3,223,Others
14165,641,1,1.0,1,1,1,111,Lost
14167,405,4,2.0,3,3,2,332,Potential Loyalist
14171,464,1,2.0,2,1,2,212,Lost
14173,376,4,2.0,4,3,2,432,Loyal
14174,399,1,1.0,3,1,1,311,New Customer
14175,425,3,4.0,2,3,4,234,At Risk
14176,663,4,2.0,1,3,2,132,Others
14177,452,4,2.0,2,3,2,232,Others
14178,374,7,3.0,4,4,3,443,Champion
14179,406,2,3.0,3,2,3,323,Potential Loyalist
14180,376,25,4.0,4,4,4,444,Champion
14184,432,1,2.0,2,1,2,212,Lost
14185,697,1,1.0,1,1,1,111,Lost
14188,396,6,4.0,3,4,4,344,Champion
14189,368,15,4.0,4,4,4,444,Champion
14191,367,13,4.0,4,4,4,444,Champion
14193,433,2,3.0,2,2,3,223,Others
14194,370,21,4.0,4,4,4,444,Champion
14195,567,2,3.0,1,2,3,123,Others
14196,472,1,2.0,2,1,2,212,Lost
14198,384,4,3.0,3,3,3,333,Potential Loyalist
14199,584,1,1.0,1,1,1,111,Lost
14201,426,7,3.0,2,4,3,243,At Risk
14204,368,1,1.0,4,1,1,411,New Customer
14205,382,2,2.0,4,2,2,422,Others
14206,605,1,2.0,1,1,2,112,Lost
14208,460,1,1.0,2,1,1,211,Lost
14209,376,6,4.0,4,4,4,444,Champion
14210,471,6,4.0,2,4,4,244,At Risk
14211,419,9,4.0,2,4,4,244,At Risk
14212,455,1,3.0,2,1,3,213,Others
14214,396,5,3.0,3,4,3,343,Others
14215,377,6,4.0,4,4,4,444,Champion
14216,369,4,4.0,4,3,4,434,Champion
14217,367,17,4.0,4,4,4,444,Champion
14218,408,1,1.0,3,1,1,311,New Customer
14219,370,1,1.0,4,1,1,411,New Customer
14220,613,2,2.0,1,2,2,122,Lost
14221,408,9,4.0,3,4,4,344,Champion
14222,543,1,3.0,1,1,3,113,Others
14223,458,3,3.0,2,3,3,233,At Risk
14224,476,4,3.0,2,3,3,233,At Risk
14226,394,5,4.0,3,4,4,344,Champion
14227,392,10,4.0,3,4,4,344,Champion
14229,417,3,3.0,2,3,3,233,At Risk
14231,549,3,3.0,1,3,3,133,Others
14232,408,5,4.0,3,4,4,344,Champion
14233,415,4,3.0,3,3,3,333,Potential Loyalist
14234,388,4,3.0,3,3,3,333,Potential Loyalist
14235,441,5,4.0,2,4,4,244,At Risk
14236,446,2,2.0,2,2,2,222,Others
14237,739,1,1.0,1,1,1,111,Lost
14238,692,1,1.0,1,1,1,111,Lost
14239,409,11,4.0,3,4,4,344,Champion
14240,396,2,3.0,3,2,3,323,Potential Loyalist
14241,549,1,1.0,1,1,1,111,Lost
14242,600,2,1.0,1,2,1,121,Lost
14243,374,10,4.0,4,4,4,444,Champion
14245,585,2,4.0,1,2,4,124,Others
14246,476,3,3.0,2,3,3,233,At Risk
14247,644,1,1.0,1,1,1,111,Lost
14248,684,1,1.0,1,1,1,111,Lost
14250,373,3,4.0,4,3,4,434,Champion
14251,367,5,4.0,4,4,4,444,Champion
14256,626,2,3.0,1,2,3,123,Others
14257,430,5,4.0,2,4,4,244,At Risk
14258,375,9,4.0,4,4,4,444,Champion
14259,507,1,1.0,2,1,1,211,Lost
14261,416,2,3.0,3,2,3,323,Potential Loyalist
14262,374,8,4.0,4,4,4,444,Champion
14264,520,2,2.0,1,2,2,122,Lost
14265,475,2,2.0,2,2,2,222,Others
14267,528,3,3.0,1,3,3,133,Others
14270,697,1,2.0,1,1,2,112,Lost
14271,591,1,1.0,1,1,1,111,Lost
14272,439,2,2.0,2,2,2,222,Others
14273,417,4,2.0,2,3,2,232,Others
14276,464,3,3.0,2,3,3,233,At Risk
14277,381,3,4.0,4,3,4,434,Champion
14280,562,1,1.0,1,1,1,111,Lost
14282,369,15,4.0,4,4,4,444,Champion
14284,396,2,2.0,3,2,2,322,Others
14285,387,4,4.0,3,3,4,334,Potential Loyalist
14286,389,3,4.0,3,3,4,334,Potential Loyalist
14287,374,3,1.0,4,3,1,431,Loyal
14288,579,1,2.0,1,1,2,112,Lost
14289,374,6,3.0,4,4,3,443,Champion
14290,377,5,4.0,4,4,4,444,Champion
14291,367,11,4.0,4,4,4,444,Champion
14292,373,9,4.0,4,4,4,444,Champion
14293,369,4,3.0,4,3,3,433,Champion
14295,406,1,1.0,3,1,1,311,New Customer
14297,383,4,3.0,4,3,3,433,Champion
14298,374,44,4.0,4,4,4,444,Champion
14299,374,9,4.0,4,4,4,444,Champion
14300,384,1,1.0,3,1,1,311,New Customer
14301,483,1,2.0,2,1,2,212,Lost
14304,588,1,2.0,1,1,2,112,Lost
14305,437,3,4.0,2,3,4,234,At Risk
14306,417,2,4.0,2,2,4,224,Others
14307,454,6,4.0,2,4,4,244,At Risk
14309,374,9,4.0,4,4,4,444,Champion
14311,608,1,2.0,1,1,2,112,Lost
14312,412,6,3.0,3,4,3,343,Others
14314,472,1,1.0,2,1,1,211,Lost
14315,410,6,4.0,3,4,4,344,Champion
14317,430,1,2.0,2,1,2,212,Lost
14320,572,2,2.0,1,2,2,122,Lost
14321,376,5,3.0,4,4,3,443,Champion
14323,480,2,2.0,2,2,2,222,Others
14326,608,1,1.0,1,1,1,111,Lost
14327,529,1,2.0,1,1,2,112,Lost
14329,383,7,4.0,4,4,4,444,Champion
14331,490,2,2.0,2,2,2,222,Others
14332,388,3,3.0,3,3,3,333,Potential Loyalist
14333,433,1,2.0,2,1,2,212,Lost
14334,382,8,4.0,4,4,4,444,Champion
14335,382,2,2.0,4,2,2,422,Others
14336,382,4,3.0,4,3,3,433,Champion
14338,527,2,2.0,1,2,2,122,Lost
14339,608,1,2.0,1,1,2,112,Lost
14340,584,1,1.0,1,1,1,111,Lost
14341,411,8,4.0,3,4,4,344,Champion
14342,387,4,2.0,3,3,2,332,Potential Loyalist
14344,493,8,3.0,2,4,3,243,At Risk
14345,404,1,1.0,3,1,1,311,New Customer
14346,486,2,3.0,2,2,3,223,Others
14348,626,1,2.0,1,1,2,112,Lost
14349,376,1,1.0,4,1,1,411,New Customer
14350,640,1,1.0,1,1,1,111,Lost
14351,530,1,1.0,1,1,1,111,Lost
14352,523,4,3.0,1,3,3,133,Others
14353,581,1,1.0,1,1,1,111,Lost
14354,371,2,1.0,4,2,1,421,Others
14355,731,1,1.0,1,1,1,111,Lost
14356,445,2,3.0,2,2,3,223,Others
14357,409,1,1.0,3,1,1,311,New Customer
14359,385,3,3.0,3,3,3,333,Potential Loyalist
14360,397,4,4.0,3,3,4,334,Potential Loyalist
14362,388,1,1.0,3,1,1,311,New Customer
14364,474,8,4.0,2,4,4,244,At Risk
14367,374,16,4.0,4,4,4,444,Champion
14368,685,1,1.0,1,1,1,111,Lost
14371,661,1,1.0,1,1,1,111,Lost
14373,724,1,1.0,1,1,1,111,Lost
14375,551,1,1.0,1,1,1,111,Lost
14377,557,2,2.0,1,2,2,122,Lost
14379,410,2,2.0,3,2,2,322,Others
14381,418,1,1.0,2,1,1,211,Lost
14382,392,1,2.0,3,1,2,312,New Customer
14383,404,3,3.0,3,3,3,333,Potential Loyalist
14385,375,3,1.0,4,3,1,431,Loyal
14386,662,1,1.0,1,1,1,111,Lost
14387,398,3,4.0,3,3,4,334,Potential Loyalist
14388,376,8,4.0,4,4,4,444,Champion
14389,431,2,3.0,2,2,3,223,Others
14390,376,9,4.0,4,4,4,444,Champion
14393,584,1,1.0,1,1,1,111,Lost
14395,368,9,4.0,4,4,4,444,Champion
14396,431,2,2.0,2,2,2,222,Others
14397,368,19,4.0,4,4,4,444,Champion
14400,515,1,2.0,1,1,2,112,Lost
14401,370,13,4.0,4,4,4,444,Champion
14403,496,4,3.0,2,3,3,233,At Risk
14404,399,6,3.0,3,4,3,343,Others
14406,485,1,1.0,2,1,1,211,Lost
14407,473,6,4.0,2,4,4,244,At Risk
14408,376,7,4.0,4,4,4,444,Champion
14409,437,6,4.0,2,4,4,244,At Risk
14410,458,9,3.0,2,4,3,243,At Risk
14411,676,1,3.0,1,1,3,113,Others
14412,408,2,3.0,3,2,3,323,Potential Loyalist
14413,728,1,1.0,1,1,1,111,Lost
14414,457,7,3.0,2,4,3,243,At Risk
14415,367,13,4.0,4,4,4,444,Champion
14416,388,2,2.0,3,2,2,322,Others
14418,369,3,4.0,4,3,4,434,Champion
14419,376,6,3.0,4,4,3,443,Champion
14420,465,1,2.0,2,1,2,212,Lost
14421,423,2,3.0,2,2,3,223,Others
14422,366,6,4.0,4,4,4,444,Champion
14423,584,1,1.0,1,1,1,111,Lost
14424,383,1,2.0,4,1,2,412,New Customer
14426,389,10,4.0,3,4,4,344,Champion
14427,416,2,2.0,3,2,2,322,Others
14428,373,5,3.0,4,4,3,443,Champion
14431,668,1,2.0,1,1,2,112,Lost
14432,375,6,4.0,4,4,4,444,Champion
14434,387,6,3.0,3,4,3,343,Others
14436,464,1,1.0,2,1,1,211,Lost
14437,731,1,1.0,1,1,1,111,Lost
14438,672,1,1.0,1,1,1,111,Lost
14439,685,1,4.0,1,1,4,114,Others
14440,374,5,4.0,4,4,4,444,Champion
14441,366,4,4.0,4,3,4,434,Champion
14442,570,2,3.0,1,2,3,123,Others
14443,419,4,3.0,2,3,3,233,At Risk
14446,366,4,3.0,4,3,3,433,Champion
14447,384,5,3.0,3,4,3,343,Others
14448,375,2,2.0,4,2,2,422,Others
14449,384,4,3.0,3,3,3,333,Potential Loyalist
14450,546,3,2.0,1,3,2,132,Others
14451,426,2,2.0,2,2,2,222,Others
14452,376,2,1.0,4,2,1,421,Others
14453,556,1,1.0,1,1,1,111,Lost
14456,371,9,4.0,4,4,4,444,Champion
14457,676,1,1.0,1,1,1,111,Lost
14459,521,1,4.0,1,1,4,114,Others
14460,476,3,2.0,2,3,2,232,Others
14461,514,3,4.0,1,3,4,134,Others
14462,432,11,4.0,2,4,4,244,At Risk
14463,464,3,2.0,2,3,2,232,Others
14465,612,3,3.0,1,3,3,133,Others
14466,395,7,4.0,3,4,4,344,Champion
14467,383,4,2.0,4,3,2,432,Loyal
14470,377,2,2.0,4,2,2,422,Others
14472,469,8,4.0,2,4,4,244,At Risk
14473,440,2,1.0,2,2,1,221,Others
14474,412,1,2.0,3,1,2,312,New Customer
14475,437,3,3.0,2,3,3,233,At Risk
14476,623,1,1.0,1,1,1,111,Lost
14477,385,4,3.0,3,3,3,333,Potential Loyalist
14479,619,2,2.0,1,2,2,122,Lost
14480,377,1,1.0,4,1,1,411,New Customer
14481,530,2,2.0,1,2,2,122,Lost
14482,384,6,4.0,3,4,4,344,Champion
14483,647,1,1.0,1,1,1,111,Lost
14484,416,1,2.0,3,1,2,312,New Customer
14485,404,1,1.0,3,1,1,311,New Customer
14487,392,6,3.0,3,4,3,343,Others
14488,433,1,3.0,2,1,3,213,Others
14489,573,1,2.0,1,1,2,112,Lost
14491,541,2,2.0,1,2,2,122,Lost
14493,373,5,4.0,4,4,4,444,Champion
14494,391,1,1.0,3,1,1,311,New Customer
14495,416,2,1.0,3,2,1,321,Others
14496,677,2,2.0,1,2,2,122,Lost
14497,675,1,2.0,1,1,2,112,Lost
14498,408,5,4.0,3,4,4,344,Champion
14499,392,3,3.0,3,3,3,333,Potential Loyalist
14500,454,3,2.0,2,3,2,232,Others
14501,549,2,1.0,1,2,1,121,Lost
14502,385,11,4.0,3,4,4,344,Champion
14503,369,6,4.0,4,4,4,444,Champion
14504,413,4,2.0,3,3,2,332,Potential Loyalist
14505,383,8,4.0,4,4,4,444,Champion
14506,383,5,4.0,4,4,4,444,Champion
14507,389,6,3.0,3,4,3,343,Others
14508,388,2,1.0,3,2,1,321,Others
14511,377,5,3.0,4,4,3,443,Champion
14512,553,2,1.0,1,2,1,121,Lost
14513,466,3,2.0,2,3,2,232,Others
14514,427,3,3.0,2,3,3,233,At Risk
14515,383,6,4.0,4,4,4,444,Champion
14517,399,2,2.0,3,2,2,322,Others
14518,430,1,1.0,2,1,1,211,Lost
14520,367,2,1.0,4,2,1,421,Others
14522,390,4,3.0,3,3,3,333,Potential Loyalist
14523,474,1,1.0,2,1,1,211,Lost
14524,397,9,4.0,3,4,4,344,Champion
14525,385,9,4.0,3,4,4,344,Champion
14527,368,55,4.0,4,4,4,444,Champion
14528,403,1,2.0,3,1,2,312,New Customer
14529,426,3,2.0,2,3,2,232,Others
14530,391,6,4.0,3,4,4,344,Champion
14532,602,4,3.0,1,3,3,133,Others
14533,390,7,4.0,3,4,4,344,Champion
14534,368,18,4.0,4,4,4,444,Champion
14535,426,3,4.0,2,3,4,234,At Risk
14536,625,1,1.0,1,1,1,111,Lost
14537,423,1,2.0,2,1,2,212,Lost
14538,430,2,2.0,2,2,2,222,Others
14539,381,2,2.0,4,2,2,422,Others
14540,375,3,3.0,4,3,3,433,Champion
14541,424,8,3.0,2,4,3,243,At Risk
14542,551,1,1.0,1,1,1,111,Lost
14543,394,16,4.0,3,4,4,344,Champion
14544,390,2,4.0,3,2,4,324,Potential Loyalist
14546,371,5,4.0,4,4,4,444,Champion
14547,369,8,4.0,4,4,4,444,Champion
14548,516,2,2.0,1,2,2,122,Lost
14549,677,1,1.0,1,1,1,111,Lost
14550,376,2,3.0,4,2,3,423,Others
14551,384,2,1.0,3,2,1,321,Others
14552,517,1,1.0,1,1,1,111,Lost
14553,385,5,3.0,3,4,3,343,Others
14554,376,4,4.0,4,3,4,434,Champion
14555,423,2,2.0,2,2,2,222,Others
14557,451,1,3.0,2,1,3,213,Others
14560,373,22,4.0,4,4,4,444,Champion
14561,441,3,3.0,2,3,3,233,At Risk
14562,369,18,4.0,4,4,4,444,Champion
14565,461,4,4.0,2,3,4,234,At Risk
14566,476,1,3.0,2,1,3,213,Others
14567,422,2,3.0,2,2,3,223,Others
14569,367,1,1.0,4,1,1,411,New Customer
14570,646,2,1.0,1,2,1,121,Lost
14572,369,7,4.0,4,4,4,444,Champion
14573,545,9,3.0,1,4,3,143,At Risk
14576,738,1,1.0,1,1,1,111,Lost
14577,378,4,3.0,4,3,3,433,Champion
14578,369,1,1.0,4,1,1,411,New Customer
14581,382,1,1.0,4,1,1,411,New Customer
14582,406,1,1.0,3,1,1,311,New Customer
14583,371,5,3.0,4,4,3,443,Champion
14584,535,4,3.0,1,3,3,133,Others
14585,416,1,1.0,3,1,1,311,New Customer
14586,642,1,1.0,1,1,1,111,Lost
14587,384,9,3.0,3,4,3,343,Others
14589,737,1,1.0,1,1,1,111,Lost
14591,381,4,3.0,4,3,3,433,Champion
14592,401,3,2.0,3,3,2,332,Potential Loyalist
14593,387,3,2.0,3,3,2,332,Potential Loyalist
14594,373,2,2.0,4,2,2,422,Others
14595,385,6,4.0,3,4,4,344,Champion
14597,377,2,3.0,4,2,3,423,Others
14598,410,1,1.0,3,1,1,311,New Customer
14600,671,1,2.0,1,1,2,112,Lost
14601,376,1,1.0,4,1,1,411,New Customer
14603,640,1,2.0,1,1,2,112,Lost
14606,367,93,4.0,4,4,4,444,Champion
14607,381,14,4.0,4,4,4,444,Champion
14608,370,4,4.0,4,3,4,434,Champion
14609,438,4,2.0,2,3,2,232,Others
14616,608,3,2.0,1,3,2,132,Others
14618,375,3,2.0,4,3,2,432,Loyal
14619,611,1,2.0,1,1,2,112,Lost
14620,571,2,2.0,1,2,2,122,Lost
14621,367,5,4.0,4,4,4,444,Champion
14622,550,1,2.0,1,1,2,112,Lost
14623,398,5,3.0,3,4,3,343,Others
14624,423,2,1.0,2,2,1,221,Others
14625,562,2,3.0,1,2,3,123,Others
14626,389,4,4.0,3,3,4,334,Potential Loyalist
14628,457,2,2.0,2,2,2,222,Others
14629,370,2,3.0,4,2,3,423,Others
14631,416,3,3.0,3,3,3,333,Potential Loyalist
14632,628,1,1.0,1,1,1,111,Lost
14633,632,1,2.0,1,1,2,112,Lost
14636,402,2,2.0,3,2,2,322,Others
14638,416,1,2.0,3,1,2,312,New Customer
14639,418,6,4.0,2,4,4,244,At Risk
14640,390,6,4.0,3,4,4,344,Champion
14641,387,1,1.0,3,1,1,311,New Customer
14642,424,1,1.0,2,1,1,211,Lost
14643,536,2,3.0,1,2,3,123,Others
14644,433,2,3.0,2,2,3,223,Others
14645,522,2,2.0,1,2,2,122,Lost
14646,367,73,4.0,4,4,4,444,Champion
14647,567,1,1.0,1,1,1,111,Lost
14649,370,4,3.0,4,3,3,433,Champion
14651,433,2,2.0,2,2,2,222,Others
14652,443,1,1.0,2,1,1,211,Lost
14653,367,7,4.0,4,4,4,444,Champion
14655,374,4,4.0,4,3,4,434,Champion
14656,535,2,1.0,1,2,1,121,Lost
14657,383,4,3.0,4,3,3,433,Champion
14658,371,2,1.0,4,2,1,421,Others
14659,374,9,4.0,4,4,4,444,Champion
14660,452,2,1.0,2,2,1,221,Others
14661,392,1,1.0,3,1,1,311,New Customer
14662,394,4,3.0,3,3,3,333,Potential Loyalist
14664,385,2,2.0,3,2,2,322,Others
14665,426,5,4.0,2,4,4,244,At Risk
14666,390,1,1.0,3,1,1,311,New Customer
14667,376,25,4.0,4,4,4,444,Champion
14669,607,3,3.0,1,3,3,133,Others
14670,646,2,2.0,1,2,2,122,Lost
14672,600,2,3.0,1,2,3,123,Others
14673,369,5,4.0,4,4,4,444,Champion
14675,382,1,2.0,4,1,2,412,New Customer
14676,397,6,4.0,3,4,4,344,Champion
14680,391,16,4.0,3,4,4,344,Champion
14681,437,3,2.0,2,3,2,232,Others
14682,553,2,1.0,1,2,1,121,Lost
14684,391,5,3.0,3,4,3,343,Others
14687,472,1,2.0,2,1,2,212,Lost
14688,373,21,4.0,4,4,4,444,Champion
14689,574,1,1.0,1,1,1,111,Lost
14690,410,2,2.0,3,2,2,322,Others
14691,396,5,4.0,3,4,4,344,Champion
14692,503,4,2.0,2,3,2,232,Others
14693,630,1,1.0,1,1,1,111,Lost
14696,370,7,4.0,4,4,4,444,Champion
14697,584,2,1.0,1,2,1,121,Lost
14698,367,5,3.0,4,4,3,443,Champion
14699,580,1,1.0,1,1,1,111,Lost
14700,398,3,4.0,3,3,4,334,Potential Loyalist
14701,376,9,4.0,4,4,4,444,Champion
14702,367,17,4.0,4,4,4,444,Champion
14703,380,1,2.0,4,1,2,412,New Customer
14704,377,9,3.0,4,4,3,443,Champion
14705,564,1,1.0,1,1,1,111,Lost
14708,368,3,3.0,4,3,3,433,Champion
14709,381,13,4.0,4,4,4,444,Champion
14710,380,4,2.0,4,3,2,432,Loyal
14711,376,11,4.0,4,4,4,444,Champion
14712,395,3,3.0,3,3,3,333,Potential Loyalist
14713,375,11,4.0,4,4,4,444,Champion
14714,390,1,1.0,3,1,1,311,New Customer
14715,390,4,3.0,3,3,3,333,Potential Loyalist
14716,409,2,2.0,3,2,2,322,Others
14719,367,5,3.0,4,4,3,443,Champion
14720,371,3,2.0,4,3,2,432,Loyal
14722,513,1,1.0,1,1,1,111,Lost
14723,376,6,3.0,4,4,3,443,Champion
14725,390,1,3.0,3,1,3,313,Others
14727,640,1,1.0,1,1,1,111,Lost
14729,739,1,2.0,1,1,2,112,Lost
14730,367,8,4.0,4,4,4,444,Champion
14731,413,3,2.0,3,3,2,332,Potential Loyalist
14732,374,8,4.0,4,4,4,444,Champion
14733,382,12,4.0,4,4,4,444,Champion
14735,369,32,4.0,4,4,4,444,Champion
14737,369,3,3.0,4,3,3,433,Champion
14738,408,7,3.0,3,4,3,343,Others
14739,370,7,4.0,4,4,4,444,Champion
14740,563,3,3.0,1,3,3,133,Others
14741,377,6,3.0,4,4,3,443,Champion
14744,382,7,3.0,4,4,3,443,Champion
14745,478,5,3.0,2,4,3,243,At Risk
14747,615,1,2.0,1,1,2,112,Lost
14748,395,5,3.0,3,4,3,343,Others
14752,409,1,2.0,3,1,2,312,New Customer
14753,453,1,2.0,2,1,2,212,Lost
14754,410,2,2.0,3,2,2,322,Others
14755,375,11,4.0,4,4,4,444,Champion
14756,381,1,3.0,4,1,3,413,Others
14757,441,1,2.0,2,1,2,212,Lost
14758,510,4,3.0,1,3,3,133,Others
14759,370,3,3.0,4,3,3,433,Champion
14760,663,1,1.0,1,1,1,111,Lost
14761,424,2,1.0,2,2,1,221,Others
14762,629,1,1.0,1,1,1,111,Lost
14764,412,1,1.0,3,1,1,311,New Customer
14765,395,3,1.0,3,3,1,331,Potential Loyalist
14766,374,6,4.0,4,4,4,444,Champion
14768,383,2,1.0,4,2,1,421,Others
14769,368,8,4.0,4,4,4,444,Champion
14770,598,2,3.0,1,2,3,123,Others
14772,478,1,1.0,2,1,1,211,Lost
14775,424,3,3.0,2,3,3,233,At Risk
14776,417,11,4.0,2,4,4,244,At Risk
14778,493,2,3.0,2,2,3,223,Others
14779,646,3,2.0,1,3,2,132,Others
14780,420,2,2.0,2,2,2,222,Others
14782,685,1,1.0,1,1,1,111,Lost
14784,392,2,1.0,3,2,1,321,Others
14785,376,2,1.0,4,2,1,421,Others
14788,373,2,3.0,4,2,3,423,Others
14789,394,1,1.0,3,1,1,311,New Customer
14790,382,4,3.0,4,3,3,433,Champion
